cycle,range_bin,doppler_bin,output_hex
1274905000,28,12,006afda4
1274915000,28,13,00540069
1274925000,28,14,00860128
1274935000,28,15,ffa60043
1274945000,28,16,014afd6d
1274955000,28,17,fcbf0152
1274965000,28,18,0311004a
1274975000,28,19,fe6d002e
1274985000,28,20,0001febd
1274995000,28,21,ff600174
1275005000,28,22,013dfe37
1275015000,28,23,feca00fe
1275025000,28,24,0046ffa2
1275035000,28,25,fff2ffb9
1275045000,28,26,ff7602af
1275055000,28,27,00a6fcb2
1275065000,28,28,ff66022e
1275075000,28,29,008efff9
1275085000,28,30,fff6004c
1275095000,28,31,001cff83
1280165000,29,0,0031ffbb
1280175000,29,1,fffffff9
1280185000,29,2,fddeff54
1280195000,29,3,02b90179
1280205000,29,4,ff28fe0c
1280215000,29,5,ff9901bb
1280225000,29,6,ffc9ff8f
1280235000,29,7,01a4005c
1280245000,29,8,fea8fe2b
1280255000,29,9,00cd0168
1280265000,29,10,ff0bfefa
1280275000,29,11,00480225
1280285000,29,12,ffd0fcc4
1280295000,29,13,ff5c0218
1280305000,29,14,00f1fe39
1280315000,29,15,ff8302a5
1280325000,29,16,005bfd21
1280335000,29,17,fde701cb
1280345000,29,18,022e001e
1280355000,29,19,ff4b00f1
1280365000,29,20,ff1efe54
1280375000,29,21,017f0247
1280385000,29,22,ff8dff07
1280395000,29,23,ffe0ff62
1280405000,29,24,0034003d
1280415000,29,25,00e9ff38
1280425000,29,26,fe4d02d0
1280435000,29,27,0238fc91
1280445000,29,28,ff5a01d8
1280455000,29,29,ff78004a
1280465000,29,30,ffcdfed5
1280475000,29,31,009d0095
1285545000,30,0,ffcaff45
1285555000,30,1,ffbd00aa
1285565000,30,2,ff26fe18
1285575000,30,3,0164038d
1285585000,30,4,ff4efd09
1285595000,30,5,ff7f0145
1285605000,30,6,0052fe61
1285615000,30,7,00e802cc
1285625000,30,8,ff44fdd5
1285635000,30,9,ff9800cb
1285645000,30,10,003b004d
1285655000,30,11,00e2002e
1285665000,30,12,febafeb7
1285675000,30,13,00c3006f
1285685000,30,14,ff610073
1285695000,30,15,005afff1
1285705000,30,16,0118fea7
1285715000,30,17,fde100b0
1285725000,30,18,0176014c
1285735000,30,19,fe92ff83
1285745000,30,20,00c2fe45
1285755000,30,21,ff4f0339
1285765000,30,22,0104fe3d
1285775000,30,23,fffaffd6
1285785000,30,24,fef60097
1285795000,30,25,01aeff6b
1285805000,30,26,fe1d0133
1285815000,30,27,0194ff8e
1285825000,30,28,ffb2fedb
1285835000,30,29,007b01eb
1285845000,30,30,ff6dff13
1285855000,30,31,00b8fff9
1290925000,31,0,fef80163
1290935000,31,1,00cf0042
1290945000,31,2,fdf3fe25
1290955000,31,3,02a30210
1290965000,31,4,fdfaff3d
1290975000,31,5,014001a4
1290985000,31,6,fed9fcbb
1290995000,31,7,016e0330
1291005000,31,8,fef3fd9f
1291015000,31,9,011f01c9
1291025000,31,10,ff8cfe1e
1291035000,31,11,000601bf
1291045000,31,12,fecfff63
1291055000,31,13,02ad0001
1291065000,31,14,fe23ff17
1291075000,31,15,ff68025f
1291085000,31,16,0186fdc9
1291095000,31,17,ff070104
1291105000,31,18,0059ff0b
1291115000,31,19,ff11016c
1291125000,31,20,0166fe3b
1291135000,31,21,ffbe01b0
1291145000,31,22,00b1febb
1291155000,31,23,fed2020c
1291165000,31,24,00a3fe71
1291175000,31,25,00abfea9
1291185000,31,26,fe400242
1291195000,31,27,00fafeb9
1291205000,31,28,ffcd0051
1291215000,31,29,ffe50003
1291225000,31,30,006bff2b
1291235000,31,31,0034ffb1
1296305000,32,0,01d10000
1296315000,32,1,feb90124
1296325000,32,2,001cffbd
1296335000,32,3,ffe9fff7
1296345000,32,4,0093feec
1296355000,32,5,0090015c
1296365000,32,6,feadfee0
1296375000,32,7,0164005c
1296385000,32,8,ff0d003d
1296395000,32,9,00aaffce
1296405000,32,10,fe74ffa1
1296415000,32,11,02210070
1296425000,32,12,feea004d
1296435000,32,13,ff69ffd8
1296445000,32,14,00b6ff57
1296455000,32,15,ffa3026d
1296465000,32,16,0065fc92
1296475000,32,17,ff47015e
1296485000,32,18,00c6ffed
1296495000,32,19,00bd013d
1296505000,32,20,fe1ffdf6
1296515000,32,21,015e0224
1296525000,32,22,0043fea6
1296535000,32,23,ffc0013c
1296545000,32,24,001dfe4d
1296555000,32,25,fe2600c8
1296565000,32,26,016aff61
1296575000,32,27,004500c8
1296585000,32,28,ffc4febd
1296595000,32,29,ff190100
1296605000,32,30,023a00ff
1296615000,32,31,fd8dfe8f
1301685000,33,0,009d01a1
1301695000,33,1,ff46fee8
1301705000,33,2,0057ff17
1301715000,33,3,009202ff
1301725000,33,4,ffe4fd76
1301735000,33,5,ff6000bf
1301745000,33,6,00a0ff27
1301755000,33,7,ffaa01e7
1301765000,33,8,ffb3fe48
1301775000,33,9,0063004c
1301785000,33,10,ff4000db
1301795000,33,11,0090fff9
1301805000,33,12,001ffeb6
1301815000,33,13,ff60017a
1301825000,33,14,00c4fefd
1301835000,33,15,000e01c7
1301845000,33,16,00b3fd39
1301855000,33,17,fdda01de
1301865000,33,18,01fdfecd
1301875000,33,19,ff34005d
1301885000,33,20,ffea006a
1301895000,33,21,ffb6010b
1301905000,33,22,0010fedf
1301915000,33,23,ffc6ff3d
1301925000,33,24,011500aa
1301935000,33,25,ff39ffbe
1301945000,33,26,ffa4016d
1301955000,33,27,00eefe4b
1301965000,33,28,ff43007e
1301975000,33,29,013e010c
1301985000,33,30,ff2c0011
1301995000,33,31,ffaefe35
1307065000,34,0,ff1fffd7
1307075000,34,1,004e008d
1307085000,34,2,000d001d
1307095000,34,3,009000d9
1307105000,34,4,ff8dfdf7
1307115000,34,5,009f01d2
1307125000,34,6,ffa5ff23
1307135000,34,7,01380012
1307145000,34,8,fe3f0124
1307155000,34,9,0053fef9
1307165000,34,10,00d2ff65
1307175000,34,11,fe08007e
1307185000,34,12,022e0082
1307195000,34,13,fe53ffcd
1307205000,34,14,012d0021
1307215000,34,15,ff0a0089
1307225000,34,16,0209fd63
1307235000,34,17,fe34030b
1307245000,34,18,0099fe55
1307255000,34,19,ff6e0095
1307265000,34,20,011f0059
1307275000,34,21,fe41000e
1307285000,34,22,00dfffef
1307295000,34,23,0094ff1c
1307305000,34,24,00290196
1307315000,34,25,fe77fdbb
1307325000,34,26,01c401e9
1307335000,34,27,000aff20
1307345000,34,28,ff66ffba
1307355000,34,29,ffe1001f
1307365000,34,30,0123010d
1307375000,34,31,fedafea5
1312445000,35,0,ffed0159
1312455000,35,1,ffb5ffad
1312465000,35,2,00f6ffb4
1312475000,35,3,ff430109
1312485000,35,4,00a3fdc4
1312495000,35,5,ff570260
1312505000,35,6,0043fd83
1312515000,35,7,018b02dd
1312525000,35,8,fd4cfe49
1312535000,35,9,00a6018c
1312545000,35,10,018dfdc5
1312555000,35,11,fda20209
1312565000,35,12,0292ff4e
1312575000,35,13,fe45fead
1312585000,35,14,00d80117
1312595000,35,15,feeb00a6
1312605000,35,16,01fdfe29
1312615000,35,17,fe490197
1312625000,35,18,00bcfffa
1312635000,35,19,fee5ffcf
1312645000,35,20,01abff8a
1312655000,35,21,fe6f00fc
1312665000,35,22,0039ff1d
1312675000,35,23,009700fd
1312685000,35,24,00feff0d
1312695000,35,25,ff44ffb0
1312705000,35,26,ff4900f1
1312715000,35,27,00beffaf
1312725000,35,28,00acfe9c
1312735000,35,29,fe75013f
1312745000,35,30,00f40135
1312755000,35,31,ff73fdc8
1317825000,36,0,fff10088
1317835000,36,1,00470062
1317845000,36,2,ff7cff16
1317855000,36,3,ffa700f1
1317865000,36,4,0121fee1
1317875000,36,5,ff05009b
1317885000,36,6,ff05ff63
1317895000,36,7,02f4012a
1317905000,36,8,fd04feb2
1317915000,36,9,017600fa
1317925000,36,10,00baff68
1317935000,36,11,ff590166
1317945000,36,12,ff52fea4
1317955000,36,13,ff8aff7a
1317965000,36,14,00e20136
1317975000,36,15,ff48ff78
1317985000,36,16,0141ff48
1317995000,36,17,fe0101f6
1318005000,36,18,0228ff68
1318015000,36,19,ff79000d
1318025000,36,20,007bfe17
1318035000,36,21,fec10343
1318045000,36,22,0153fe0d
1318055000,36,23,ff1a0016
1318065000,36,24,0076ff2a
1318075000,36,25,ffc2009e
1318085000,36,26,006a005a
1318095000,36,27,fe43ff3c
1318105000,36,28,014e00a8
1318115000,36,29,ff90ffb8
1318125000,36,30,00c6019a
1318135000,36,31,ffdefe38
1323205000,37,0,ff34ff76
1323215000,37,1,0152ffa5
1323225000,37,2,fe03fff7
1323235000,37,3,0150001c
1323245000,37,4,ffc7004f
1323255000,37,5,0010ff9a
1323265000,37,6,ff3eff47
1323275000,37,7,00f000e0
1323285000,37,8,00a4ff5b
1323295000,37,9,fd450196
1323305000,37,10,0288fe82
1323315000,37,11,ffac01e7
1323325000,37,12,ffc9fdcc
1323335000,37,13,feb80105
1323345000,37,14,014fff47
1323355000,37,15,ff4601c2
1323365000,37,16,00c8fd20
1323375000,37,17,feb8018d
1323385000,37,18,01c700f1
1323395000,37,19,ff82ff00
1323405000,37,20,001fff73
1323415000,37,21,ff060162
1323425000,37,22,01440043
1323435000,37,23,fd8cfdd6
1323445000,37,24,02b400d3
1323455000,37,25,fe310090
1323465000,37,26,001effaa
1323475000,37,27,004e00c5
1323485000,37,28,00ddfeee
1323495000,37,29,fe8a0137
1323505000,37,30,022fff9b
1323515000,37,31,ff4a0070
1328585000,38,0,ff96fe08
1328595000,38,1,002300ae
1328605000,38,2,003e001f
1328615000,38,3,00720087
1328625000,38,4,004ffef6
1328635000,38,5,fecbff48
1328645000,38,6,014e021f
1328655000,38,7,fee5fe69
1328665000,38,8,01baffb4
1328675000,38,9,fcab011f
1328685000,38,10,020c0011
1328695000,38,11,ffb4ff10
1328705000,38,12,ff1d012b
1328715000,38,13,00e8ff74
1328725000,38,14,00340009
1328735000,38,15,007d000f
1328745000,38,16,fef0ff48
1328755000,38,17,016d00f6
1328765000,38,18,fedc0001
1328775000,38,19,00e8ff47
1328785000,38,20,feefff5e
1328795000,38,21,ff6101ea
1328805000,38,22,00a8fe8d
1328815000,38,23,ff5b0019
1328825000,38,24,019400ec
1328835000,38,25,fed1ff35
1328845000,38,26,0086ffff
1328855000,38,27,ffae015a
1328865000,38,28,0089fee1
1328875000,38,29,feb000d2
1328885000,38,30,02d2ff4b
1328895000,38,31,fe570147
1333965000,39,0,fef5ffc8
1333975000,39,1,020000d1
1333985000,39,2,fe08fecb
1333995000,39,3,015f00ba
1334005000,39,4,000e0021
1334015000,39,5,0018ffc2
1334025000,39,6,ffcdffad
1334035000,39,7,00100013
1334045000,39,8,000a006f
1334055000,39,9,fe5f002a
1334065000,39,10,017ffdba
1334075000,39,11,ff550341
1334085000,39,12,ffbffe92
1334095000,39,13,0080008c
1334105000,39,14,001cfeec
1334115000,39,15,ff41019c
1334125000,39,16,01f5fe98
1334135000,39,17,fef4009b
1334145000,39,18,ff8c0075
1334155000,39,19,0125ffd8
1334165000,39,20,ff1cfe91
1334175000,39,21,ff4201c4
1334185000,39,22,01d1ff65
1334195000,39,23,fd8efffd
1334205000,39,24,02880021
1334215000,39,25,fec1fe72
1334225000,39,26,00d901c2
1334235000,39,27,fea3ff69
1334245000,39,28,01630014
1334255000,39,29,feca004e
1334265000,39,30,0192004e
1334275000,39,31,feedff60
1339345000,40,0,fe88ff4f
1339355000,40,1,019eff86
1339365000,40,2,fdfa00b6
1339375000,40,3,02ac00ce
1339385000,40,4,fd70fe8e
1339395000,40,5,013c00ca
1339405000,40,6,ff13ffa4
1339415000,40,7,017e0045
1339425000,40,8,ffa0ffca
1339435000,40,9,ff72014f
1339445000,40,10,0147fdbc
1339455000,40,11,ff0b01a0
1339465000,40,12,ffebfef1
1339475000,40,13,01190120
1339485000,40,14,fee6fe18
1339495000,40,15,fed70202
1339505000,40,16,014cfe55
1339515000,40,17,ffae01e0
1339525000,40,18,ff40fe4e
1339535000,40,19,020000d2
1339545000,40,20,ff3effe2
1339555000,40,21,ffa80126
1339565000,40,22,00a7fea6
1339575000,40,23,ffa000b1
1339585000,40,24,00880042
1339595000,40,25,ff2efe5f
1339605000,40,26,fffb0018
1339615000,40,27,fffd016c
1339625000,40,28,ffcbfe2f
1339635000,40,29,0027010c
1339645000,40,30,010400a6
1339655000,40,31,ffc7000c
1344725000,41,0,00700094
1344735000,41,1,0056feb8
1344745000,41,2,fe850176
1344755000,41,3,0270ffa5
1344765000,41,4,fe58000a
1344775000,41,5,ff7dff49
1344785000,41,6,01f00196
1344795000,41,7,0028fd2b
1344805000,41,8,fead0300
1344815000,41,9,0000febd
1344825000,41,10,00c4002a
1344835000,41,11,ff30ff3b
1344845000,41,12,ff3101a2
1344855000,41,13,0198fe6c
1344865000,41,14,ffe10044
1344875000,41,15,feff00c2
1344885000,41,16,0068ff68
1344895000,41,17,019affee
1344905000,41,18,fd8b00c4
1344915000,41,19,0208fef7
1344925000,41,20,fea800a4
1344935000,41,21,008b0065
1344945000,41,22,ff2aff8c
1344955000,41,23,00020079
1344965000,41,24,0187ffb0
1344975000,41,25,ff58ff41
1344985000,41,26,00a000c0
1344995000,41,27,fe50ff65
1345005000,41,28,01a30074
1345015000,41,29,ff880032
1345025000,41,30,00c1ff96
1345035000,41,31,fe5fffde
1350105000,42,0,00cdfee0
1350115000,42,1,ff1b01fa
1350125000,42,2,ffa1fde5
1350135000,42,3,016f0144
1350145000,42,4,feb3fefc
1350155000,42,5,00680087
1350165000,42,6,0005ff2a
1350175000,42,7,01280207
1350185000,42,8,fdecfe87
1350195000,42,9,ffb00145
1350205000,42,10,0244feca
1350215000,42,11,fda20099
1350225000,42,12,01d4ffcf
1350235000,42,13,fec40052
1350245000,42,14,0208fecd
1350255000,42,15,fd0e00d5
1350265000,42,16,029f003c
1350275000,42,17,fed5007a
1350285000,42,18,00dfff25
1350295000,42,19,fe7500fe
1350305000,42,20,0149fee8
1350315000,42,21,00520013
1350325000,42,22,fe250068
1350335000,42,23,0178ffdd
1350345000,42,24,ffb8ff31
1350355000,42,25,ffacffeb
1350365000,42,26,00ac0154
1350375000,42,27,fed6fef9
1350385000,42,28,00200149
1350395000,42,29,0166ffb8
1350405000,42,30,ff0e0019
1350415000,42,31,0016ffbb
1355485000,43,0,ff3f001e
1355495000,43,1,0048012c
1355505000,43,2,0003fe90
1355515000,43,3,000600bf
1355525000,43,4,ff8dff38
1355535000,43,5,ffbc0183
1355545000,43,6,00b0fe2e
1355555000,43,7,ffe20107
1355565000,43,8,ff0dff8e
1355575000,43,9,01af00b3
1355585000,43,10,ff45fec7
1355595000,43,11,008001c7
1355605000,43,12,0015fd9f
1355615000,43,13,fe2001e5
1355625000,43,14,01dafe9c
1355635000,43,15,fe9c007c
1355645000,43,16,006f012e
1355655000,43,17,fee2ffb6
1355665000,43,18,0247fe50
1355675000,43,19,fe880195
1355685000,43,20,0159ff38
1355695000,43,21,fdda01b5
1355705000,43,22,02b4fe04
1355715000,43,23,fe3200ff
1355725000,43,24,0169004a
1355735000,43,25,ff43fe9b
1355745000,43,26,ffb10181
1355755000,43,27,ff02ff39
1355765000,43,28,0159ff05
1355775000,43,29,ffce0063
1355785000,43,30,ff8a0232
1355795000,43,31,0120fe1a
1360865000,44,0,01b1ffce
1360875000,44,1,ff3b016c
1360885000,44,2,fe90fe14
1360895000,44,3,01d400bd
1360905000,44,4,ff9f0006
1360915000,44,5,ff2cffe1
1360925000,44,6,00dbffe9
1360935000,44,7,00fd004d
1360945000,44,8,fd81ff6a
1360955000,44,9,018b014a
1360965000,44,10,0064febe
1360975000,44,11,fe030139
1360985000,44,12,01dffe42
1360995000,44,13,fdd900a4
1361005000,44,14,02ffff62
1361015000,44,15,fc5f0112
1361025000,44,16,02350006
1361035000,44,17,ffd300bc
1361045000,44,18,009efe7c
1361055000,44,19,fec20291
1361065000,44,20,012bfe2e
1361075000,44,21,fe9cff85
1361085000,44,22,017700b7
1361095000,44,23,0007ffa3
1361105000,44,24,ff850046
1361115000,44,25,ff97fe8a
1361125000,44,26,ff86026e
1361135000,44,27,010ffe11
1361145000,44,28,003b00c6
1361155000,44,29,feef0112
1361165000,44,30,0137ff92
1361175000,44,31,fec5ff3e
1366245000,45,0,ff78fe84
1366255000,45,1,00b90020
1366265000,45,2,ff1f0031
1366275000,45,3,02350058
1366285000,45,4,fe37ff82
1366295000,45,5,00000049
1366305000,45,6,00f20042
1366315000,45,7,ffb7fec1
1366325000,45,8,fffe00f2
1366335000,45,9,feb00035
1366345000,45,10,0104fff3
1366355000,45,11,fff9ffed
1366365000,45,12,fed30053
1366375000,45,13,018e0035
1366385000,45,14,ffa7fe18
1366395000,45,15,ff730348
1366405000,45,16,00ccfd76
1366415000,45,17,01690156
1366425000,45,18,fea1fe6f
1366435000,45,19,ffb701ee
1366445000,45,20,00c1fd98
1366455000,45,21,fe520117
1366465000,45,22,01180102
1366475000,45,23,fe81fed7
1366485000,45,24,028affbc
1366495000,45,25,fe42010d
1366505000,45,26,0054ff7d
1366515000,45,27,007700a9
1366525000,45,28,00b1fe8b
1366535000,45,29,fe2c01c3
1366545000,45,30,022ffeb4
1366555000,45,31,fe990174
1371625000,46,0,001c006b
1371635000,46,1,ffa90121
1371645000,46,2,ff3dfd88
1371655000,46,3,0186020f
1371665000,46,4,fef6fe08
1371675000,46,5,0046022d
1371685000,46,6,0017fec4
1371695000,46,7,00b50092
1371705000,46,8,fe04ffab
1371715000,46,9,022d004c
1371725000,46,10,ff7bffbf
1371735000,46,11,ff1e007d
1371745000,46,12,ffd9ffc9
1371755000,46,13,0083ff70
1371765000,46,14,007ffffa
1371775000,46,15,ff3d00ab
1371785000,46,16,0024002f
1371795000,46,17,00e90025
1371805000,46,18,ffc1fe22
1371815000,46,19,ffa8027d
1371825000,46,20,00d2fde8
1371835000,46,21,fedc00b5
1371845000,46,22,ff2b002a
1371855000,46,23,020d000e
1371865000,46,24,fd88ffeb
1371875000,46,25,0285ff86
1371885000,46,26,fdc70047
1371895000,46,27,015400fb
1371905000,46,28,ffb3fdff
1371915000,46,29,007702e6
1371925000,46,30,004ffee0
1371935000,46,31,ff91ff01
1377005000,47,0,fd9a003c
1377015000,47,1,01080043
1377025000,47,2,fe05ffc4
1377035000,47,3,02fd00e5
1377045000,47,4,fdd7ff13
1377055000,47,5,01720146
1377065000,47,6,fe6dff2a
1377075000,47,7,00c2ff31
1377085000,47,8,00e7006b
1377095000,47,9,ff4aff3d
1377105000,47,10,ff9c00b8
1377115000,47,11,011a0108
1377125000,47,12,fe78fe4e
1377135000,47,13,00a1009e
1377145000,47,14,001e004a
1377155000,47,15,00c9009f
1377165000,47,16,fd90fee2
1377175000,47,17,020a00df
1377185000,47,18,ff31ff94
1377195000,47,19,007d001f
1377205000,47,20,ff4bff01
1377215000,47,21,00d400d8
1377225000,47,22,00210104
1377235000,47,23,feb6fe75
1377245000,47,24,01d301d3
1377255000,47,25,006cfea5
1377265000,47,26,fd92ff88
1377275000,47,27,010401b0
1377285000,47,28,00bafe82
1377295000,47,29,ff4900b0
1377305000,47,30,ff28fed0
1377315000,47,31,02bf006f
1382385000,48,0,ffcffdaf
1382395000,48,1,ff6a00d1
1382405000,48,2,001e00f9
1382415000,48,3,01bcfe70
1382425000,48,4,fdd90174
1382435000,48,5,01c3ff4e
1382445000,48,6,feb20115
1382455000,48,7,00d6fe04
1382465000,48,8,00380176
1382475000,48,9,ffff0105
1382485000,48,10,ffb3fef4
1382495000,48,11,00c1fe0b
1382505000,48,12,fdf60294
1382515000,48,13,02d4fee9
1382525000,48,14,fd92fe14
1382535000,48,15,01080152
1382545000,48,16,ff9701c5
1382555000,48,17,0024fdf3
1382565000,48,18,ffe80219
1382575000,48,19,006cfe46
1382585000,48,20,ffe7014c
1382595000,48,21,0027fe62
1382605000,48,22,feea01d1
1382615000,48,23,00cafe7e
1382625000,48,24,0072003e
1382635000,48,25,ffcbffcf
1382645000,48,26,ffcfff9e
1382655000,48,27,ff6b019f
1382665000,48,28,0092fe74
1382675000,48,29,002a012f
1382685000,48,30,ffb2ff22
1382695000,48,31,000401bc
1387765000,49,0,ffc300d2
1387775000,49,1,ff3bff88
1387785000,49,2,007500a2
1387795000,49,3,00d5ffcd
1387805000,49,4,ffc00042
1387815000,49,5,ffb1fea0
1387825000,49,6,ffeb01c5
1387835000,49,7,01a9fe76
1387845000,49,8,fd4900ab
1387855000,49,9,016f00a8
1387865000,49,10,ff6bff8c
1387875000,49,11,ff92ffa2
1387885000,49,12,ffdc007f
1387895000,49,13,012a0023
1387905000,49,14,ffb2fe95
1387915000,49,15,005b01fc
1387925000,49,16,fed1ffbe
1387935000,49,17,01b5ff48
1387945000,49,18,feab007e
1387955000,49,19,01c7ffb5
1387965000,49,20,fdf40046
1387975000,49,21,019dff56
1387985000,49,22,fdb300a3
1387995000,49,23,01ffffba
1388005000,49,24,ff9fffa5
1388015000,49,25,fff50018
1388025000,49,26,004100fc
1388035000,49,27,fef2fde4
1388045000,49,28,01440199
1388055000,49,29,0094001f
1388065000,49,30,fe14006b
1388075000,49,31,00fdfe74
1393145000,50,0,ff910143
1393155000,50,1,ffccff33
1393165000,50,2,01320240
1393175000,50,3,ffa2fda8
1393185000,50,4,ffe50136
1393195000,50,5,002dff2c
1393205000,50,6,007c014a
1393215000,50,7,fe82fd3d
1393225000,50,8,00a0036c
1393235000,50,9,ffdcfcbd
1393245000,50,10,ff9a018e
1393255000,50,11,0051010d
1393265000,50,12,fffafe1d
1393275000,50,13,ff9901fb
1393285000,50,14,00f3fe70
1393295000,50,15,ffcd0031
1393305000,50,16,ffc1016b
1393315000,50,17,0088ff37
1393325000,50,18,ff34000a
1393335000,50,19,0070feba
1393345000,50,20,00a90118
1393355000,50,21,fe9f0050
1393365000,50,22,ffc2fe84
1393375000,50,23,010601a5
1393385000,50,24,ffa2000e
1393395000,50,25,0084fe21
1393405000,50,26,ff4401f8
1393415000,50,27,0105ff9d
1393425000,50,28,ff54005d
1393435000,50,29,ffc7fe89
1393445000,50,30,00bb02e2
1393455000,50,31,ffc3fcb9
1398525000,51,0,0014fff3
1398535000,51,1,005e009f
1398545000,51,2,fe1dfe84
1398555000,51,3,02cb0126
1398565000,51,4,fe43ff3f
1398575000,51,5,0030006e
1398585000,51,6,001e0132
1398595000,51,7,01a7fe27
1398605000,51,8,fc760282
1398615000,51,9,01f3fe71
1398625000,51,10,fff60010
1398635000,51,11,01800055
1398645000,51,12,fe04fefd
1398655000,51,13,016700ac
1398665000,51,14,fed5ffd0
1398675000,51,15,ffe6fe34
1398685000,51,16,00880387
1398695000,51,17,00d8fd69
1398705000,51,18,fe9d01b2
1398715000,51,19,0027ff60
1398725000,51,20,ffe7ffd9
1398735000,51,21,00fafff4
1398745000,51,22,fec200c0
1398755000,51,23,010fff63
1398765000,51,24,fef2ff60
1398775000,51,25,016f005f
1398785000,51,26,ff4000d6
1398795000,51,27,003aff41
1398805000,51,28,000eff5f
1398815000,51,29,ffaf019a
1398825000,51,30,008bffb2
1398835000,51,31,ff70ff46
1403905000,52,0,ff870178
1403915000,52,1,009effd8
1403925000,52,2,fdc3fec3
1403935000,52,3,03b6016a
1403945000,52,4,fc95ff38
1403955000,52,5,022c003b
1403965000,52,6,feadff74
1403975000,52,7,01ba0001
1403985000,52,8,fdf7015a
1403995000,52,9,0162fe79
1404005000,52,10,ff620189
1404015000,52,11,00fbfec4
1404025000,52,12,fe4c005c
1404035000,52,13,00efffdd
1404045000,52,14,ffe2ff15
1404055000,52,15,ff3d0073
1404065000,52,16,00af014a
1404075000,52,17,00a4feb4
1404085000,52,18,fdd90165
1404095000,52,19,0216fee8
1404105000,52,20,009b0186
1404115000,52,21,fea6fe63
1404125000,52,22,003d00ee
1404135000,52,23,ff52000d
1404145000,52,24,00fffe04
1404155000,52,25,00940087
1404165000,52,26,fec201a7
1404175000,52,27,0071feba
1404185000,52,28,fec00096
1404195000,52,29,01e70011
1404205000,52,30,ff0c00d1
1404215000,52,31,009ffe27
1409285000,53,0,ff5e00c0
1409295000,53,1,0094fedc
1409305000,53,2,fe47001d
1409315000,53,3,025a0022
1409325000,53,4,fe740013
1409335000,53,5,ff5fffe3
1409345000,53,6,0081ffc0
1409355000,53,7,01480092
1409365000,53,8,fde8ff4e
1409375000,53,9,01e60141
1409385000,53,10,ff3fff52
1409395000,53,11,00e0ff8c
1409405000,53,12,fe270169
1409415000,53,13,0109fe30
1409425000,53,14,fff20111
1409435000,53,15,ff70fef8
1409445000,53,16,fff4020a
1409455000,53,17,014afe78
1409465000,53,18,ff4bfff5
1409475000,53,19,001800a8
1409485000,53,20,0116ff9b
1409495000,53,21,ff09feaf
1409505000,53,22,ff2d037a
1409515000,53,23,000afc7e
1409525000,53,24,005e01a4
1409535000,53,25,00a8ff2b
1409545000,53,26,febb00b8
1409555000,53,27,ffbe002a
1409565000,53,28,01f7fff5
1409575000,53,29,fe6b003e
1409585000,53,30,01540021
1409595000,53,31,0026ff68
1414665000,54,0,feaa02d5
1414675000,54,1,0079fdfb
1414685000,54,2,ffd10085
1414695000,54,3,0155001f
1414705000,54,4,ff00002a
1414715000,54,5,ffe3ffd0
1414725000,54,6,0089ffce
1414735000,54,7,0069ff7e
1414745000,54,8,fec5007e
1414755000,54,9,ffe400af
1414765000,54,10,0100ff47
1414775000,54,11,fef0fff7
1414785000,54,12,001e00c6
1414795000,54,13,002bff6a
1414805000,54,14,0117ff53
1414815000,54,15,fec300cb
1414825000,54,16,009a0089
1414835000,54,17,015dff6d
1414845000,54,18,fd51ffbf
1414855000,54,19,01bd0013
1414865000,54,20,ffc0002c
1414875000,54,21,ff55febe
1414885000,54,22,ff6b0202
1414895000,54,23,00b9ff1c
1414905000,54,24,ff3ffff8
1414915000,54,25,029affd9
1414925000,54,26,fd02004d
1414935000,54,27,023600cf
1414945000,54,28,fe62ff20
1414955000,54,29,01690050
1414965000,54,30,ff1900a5
1414975000,54,31,00f3fdbb
1420045000,55,0,fe9dfed0
1420055000,55,1,018600a7
1420065000,55,2,ff310023
1420075000,55,3,0118ff07
1420085000,55,4,ff60015e
1420095000,55,5,ff1bff99
1420105000,55,6,ffd5ff98
1420115000,55,7,00a1ff15
1420125000,55,8,ff3402ab
1420135000,55,9,0110fe5c
1420145000,55,10,fea4ff90
1420155000,55,11,01ee0083
1420165000,55,12,feb900ed
1420175000,55,13,00fbfe2f
1420185000,55,14,fed0022b
1420195000,55,15,0150fce4
1420205000,55,16,fe2b03a0
1420215000,55,17,0120febd
1420225000,55,18,003ffefb
1420235000,55,19,feee00f1
1420245000,55,20,016e0060
1420255000,55,21,feedfe3b
1420265000,55,22,006901a4
1420275000,55,23,004bff1b
1420285000,55,24,ffa00111
1420295000,55,25,013efeb4
1420305000,55,26,fdb80012
1420315000,55,27,012001c5
1420325000,55,28,0025fe29
1420335000,55,29,ff210131
1420345000,55,30,013e0039
1420355000,55,31,0038ffa4
1425425000,56,0,005dfec1
1425435000,56,1,00170115
1425445000,56,2,fea2006f
1425455000,56,3,0193fe58
1425465000,56,4,ffaf00b7
1425475000,56,5,ff9a0081
1425485000,56,6,00030015
1425495000,56,7,00c5fef0
1425505000,56,8,ff3e00ab
1425515000,56,9,01920100
1425525000,56,10,fec8ff3d
1425535000,56,11,ffcffe3a
1425545000,56,12,0065034b
1425555000,56,13,00dafca3
1425565000,56,14,fe9301ec
1425575000,56,15,ff7cfe24
1425585000,56,16,012f025f
1425595000,56,17,ff51fe83
1425605000,56,18,00b40071
1425615000,56,19,fec90008
1425625000,56,20,02790113
1425635000,56,21,fd4efdd7
1425645000,56,22,01290313
1425655000,56,23,00a7fce8
1425665000,56,24,ff3a01a9
1425675000,56,25,0062ff38
1425685000,56,26,001affc3
